Fecha,Ciudad,Temperatura Maxima,Temperatura Minima,Precipitacion,Velocidad del Viento,Humedad Relativa
8/8/2023,Tucuman,14,7,0.0,10.6,41.4
9/8/2023,Buenos Aires,12,3,0.0,28.8,89.5
9/8/2023,Cordoba,11,0,0.0,29.9,51.6
9/8/2023,Rosario,8,5,0.0,17.3,49.4
9/8/2023,Mendoza,6,1,0.0,21.3,68.4
9/8/2023,Tucuman,10,3,45.9,10.1,57.5
10/8/2023,Buenos Aires,5,2,0.0,10.1,59.4
10/8/2023,Cordoba,3,-2,0.0,31.3,30.8
10/8/2023,Rosario,12,3,0.0,13.1,79.5
10/8/2023,Mendoza,10,1,0.0,15.0,38.9
10/8/2023,Tucuman,2,-1,0.0,27.2,72.0
11/8/2023,Buenos Aires,8,2,0.0,31.5,42.4
11/8/2023,Cordoba,7,0,0.0,12.9,60.3
11/8/2023,Rosario,8,-3,42.2,30.7,73.9
11/8/2023,Mendoza,8,7,0.0,27.3,62.0
11/8/2023,Tucuman,14,-3,51.3,31.9,56.4
12/8/2023,Buenos Aires,8,5,0.0,31.6,33.0
12/8/2023,Cordoba,12,0,0.0,35.0,45.0
12/8/2023,Rosario,15,6,0.0,25.3,70.3
12/8/2023,Mendoza,13,5,0.0,19.1,79.2
12/8/2023,Tucuman,2,1,75.3,10.6,39.2
13/8/2023,Buenos Aires,7,2,35.2,11.3,31.6
13/8/2023,Cordoba,10,0,0.0,36.5,48.4
13/8/2023,Rosario,12,-3,0.0,37.7,37.4
13/8/2023,Mendoza,6,1,0.0,11.0,73.1
13/8/2023,Tucuman,7,5,0.0,21.9,84.8
14/8/2023,Buenos Aires,11,2,0.0,22.3,65.6
14/8/2023,Cordoba,2,-1,0.0,38.6,40.4
14/8/2023,Rosario,5,2,0.0,30.6,56.3
14/8/2023,Mendoza,3,0,88.4,35.1,87.6
14/8/2023,Tucuman,8,5,0.0,29.7,70.4
15/8/2023,Buenos Aires,4,-2,0.0,28.3,75.9
15/8/2023,Cordoba,13,-3,0.0,20.5,34.3
15/8/2023,Rosario,14,4,35.9,26.8,43.1
15/8/2023,Mendoza,6,2,0.0,29.3,41.9
15/8/2023,Tucuman,4,0,0.0,39.1,38.0
16/8/2023,Buenos Aires,5,2,0.0,37.8,56.3
16/8/2023,Cordoba,14,7,0.0,33.1,38.6
16/8/2023,Rosario,7,4,0.0,14.0,88.5
16/8/2023,Mendoza,11,6,0.0,18.9,67.1
16/8/2023,Tucuman,8,6,27.4,36.3,56.3
17/8/2023,Buenos Aires,16,-1,0.0,10.2,58.4
17/8/2023,Cordoba,13,8,0.0,37.4,69.7
17/8/2023,Rosario,11,7,0.0,33.6,30.4
17/8/2023,Mendoza,9,0,0.0,15.3,75.2
17/8/2023,Tucuman,9,-2,0.0,19.4,61.4
18/8/2023,Buenos Aires,9,-3,0.0,10.0,83.2
18/8/2023,Cordoba,3,0,0.0,23.7,34.3
18/8/2023,Rosario,9,0,86.6,39.8,40.8
18/8/2023,Mendoza,7,6,87.2,35.1,53.5
18/8/2023,Tucuman,8,6,84.7,23.9,72.8
19/8/2023,Buenos Aires,2,-2,0.0,36.0,59.1
19/8/2023,Cordoba,5,4,0.0,38.5,56.9
19/8/2023,Rosario,7,4,0.0,12.0,64.5
19/8/2023,Mendoza,4,2,0.0,25.6,69.9
19/8/2023,Tucuman,6,-1,0.0,19.7,82.8
20/8/2023,Buenos Aires,3,0,0.0,16.5,75.2
20/8/2023,Cordoba,13,7,0.0,33.6,36.7
20/8/2023,Rosario,3,0,0.0,23.7,53.6
20/8/2023,Mendoza,10,-2,0.0,18.5,33.8
20/8/2023,Tucuman,12,6,0.0,21.3,59.1
21/8/2023,Buenos Aires,4,1,0.0,23.9,64.5
21/8/2023,Cordoba,10,1,0.0,31.5,43.9
21/8/2023,Rosario,15,3,17.1,23.4,58.8
21/8/2023,Mendoza,12,0,0.0,13.9,45.8
21/8/2023,Tucuman,11,5,0.0,35.0,87.4
22/8/2023,Buenos Aires,8,0,0.0,32.1,58.6
22/8/2023,Cordoba,4,-3,0.0,28.0,60.8
22/8/2023,Rosario,11,7,0.2,20.3,53.9
22/8/2023,Mendoza,11,7,0.0,22.2,30.2
22/8/2023,Tucuman,15,-3,0.0,16.6,62.9
23/8/2023,Buenos Aires,2,-1,0.0,35.2,59.4
23/8/2023,Cordoba,9,-1,57.8,20.2,75.4
23/8/2023,Rosario,7,3,0.0,15.9,44.7
23/8/2023,Mendoza,16,-2,0.0,14.4,33.3
23/8/2023,Tucuman,13,7,0.0,21.7,43.8
24/8/2023,Buenos Aires,9,5,0.0,10.5,44.9
24/8/2023,Cordoba,9,2,79.4,36.1,39.4
24/8/2023,Rosario,12,8,87.6,21.6,59.9
24/8/2023,Mendoza,5,-1,0.0,31.2,66.8
24/8/2023,Tucuman,2,-2,71.8,30.3,72.8
25/8/2023,Buenos Aires,15,4,0.0,38.4,43.7
25/8/2023,Cordoba,12,-3,0.0,31.3,36.5
25/8/2023,Rosario,4,1,0.0,22.8,37.5
25/8/2023,Mendoza,12,-1,0.0,14.2,31.9
25/8/2023,Tucuman,5,1,0.0,30.6,54.3
26/8/2023,Buenos Aires,12,1,0.0,11.7,48.9
26/8/2023,Cordoba,9,1,0.0,11.3,54.8
26/8/2023,Rosario,8,0,0.0,38.5,67.3
26/8/2023,Mendoza,5,-2,79.8,28.8,79.8
26/8/2023,Tucuman,13,7,0.0,25.3,33.0
27/8/2023,Buenos Aires,13,0,79.2,11.0,86.5
27/8/2023,Cordoba,2,-2,0.0,34.1,42.4
27/8/2023,Rosario,6,3,0.0,31.0,57.7
27/8/2023,Mendoza,16,6,0.0,26.4,42.6
27/8/2023,Tucuman,11,6,0.0,15.2,78.5
28/8/2023,Buenos Aires,4,0,111.1,30.4,87.7
28/8/2023,Cordoba,9,-3,0.0,39.2,43.4
28/8/2023,Rosario,16,-1,0.0,27.3,39.5
28/8/2023,Mendoza,6,-3,0.0,28.4,86.3
28/8/2023,Tucuman,6,-1,0.0,37.7,89.5
29/8/2023,Buenos Aires,7,4,0.0,34.0,69.8
29/8/2023,Cordoba,12,8,60.4,24.5,61.6
29/8/2023,Rosario,12,3,0.0,27.5,80.6
29/8/2023,Mendoza,2,-1,0.0,34.5,51.2
29/8/2023,Tucuman,5,2,0.0,16.2,53.9
30/8/2023,Buenos Aires,7,4,61.9,28.9,52.2
30/8/2023,Cordoba,15,7,0.0,12.6,65.6
30/8/2023,Rosario,4,1,0.0,25.4,79.9
30/8/2023,Mendoza,16,3,0.0,19.4,89.0
30/8/2023,Tucuman,8,2,0.0,32.4,38.8
31/8/2023,Buenos Aires,15,8,0.0,39.6,37.4
31/8/2023,Cordoba,12,6,15.7,37.3,56.3
31/8/2023,Rosario,12,3,0.0,21.8,58.6
31/8/2023,Mendoza,16,-3,0.0,25.5,89.7
31/8/2023,Tucuman,12,8,0.0,11.2,34.3
1/9/2023,Buenos Aires,15,7,44.2,33.8,49.3
1/9/2023,Cordoba,19,17,0.0,37.3,47.8
1/9/2023,Rosario,19,8,0.0,38.7,55.8
1/9/2023,Mendoza,24,8,0.0,35.9,65.6
1/9/2023,Tucuman,18,6,0.0,33.5,55.3
2/9/2023,Buenos Aires,14,9,0.0,27.1,83.4
2/9/2023,Cordoba,12,7,0.0,18.2,51.0
2/9/2023,Rosario,17,14,85.3,37.8,78.9
2/9/2023,Mendoza,10,7,0.0,27.3,71.4
2/9/2023,Tucuman,19,17,0.0,14.4,40.3
3/9/2023,Buenos Aires,16,15,9.1,24.3,56.2
3/9/2023,Cordoba,12,6,16.1,25.3,49.4
3/9/2023,Rosario,11,8,93.6,39.1,37.4
3/9/2023,Mendoza,21,11,76.3,30.6,53.3
3/9/2023,Tucuman,9,5,0.1,19.8,74.8
4/9/2023,Buenos Aires,18,10,0.0,34.3,75.4
4/9/2023,Cordoba,20,5,0.0,27.0,50.8
4/9/2023,Rosario,9,6,102.0,34.0,38.5
4/9/2023,Mendoza,9,6,0.0,14.8,40.4
4/9/2023,Tucuman,19,8,89.3,31.1,40.1
5/9/2023,Buenos Aires,18,9,13.0,37.1,67.7
5/9/2023,Cordoba,21,13,11.7,39.0,30.8
5/9/2023,Rosario,23,5,0.0,22.9,31.0
5/9/2023,Mendoza,13,6,0.0,30.7,72.6
5/9/2023,Tucuman,23,16,74.7,32.4,43.7
6/9/2023,Buenos Aires,23,6,0.0,24.6,84.7
6/9/2023,Cordoba,14,9,0.0,33.8,30.4
6/9/2023,Rosario,21,11,0.0,18.4,36.6
6/9/2023,Mendoza,16,14,0.0,16.3,46.6
6/9/2023,Tucuman,24,7,0.0,31.5,75.6
7/9/2023,Buenos Aires,9,6,0.0,21.6,60.5
7/9/2023,Cordoba,23,17,0.0,19.5,78.4
7/9/2023,Rosario,21,7,22.9,22.4,53.8
7/9/2023,Mendoza,18,11,0.0,19.6,72.1
7/9/2023,Tucuman,22,15,0.0,13.6,85.7
8/9/2023,Buenos Aires,22,6,0.0,24.3,65.9
8/9/2023,Cordoba,11,8,99.0,38.2,73.7
8/9/2023,Rosario,19,14,0.0,39.7,64.2
8/9/2023,Mendoza,14,6,0.0,31.6,30.5
8/9/2023,Tucuman,19,14,85.8,11.3,36.2
9/9/2023,Buenos Aires,22,10,0.0,32.8,85.7
9/9/2023,Cordoba,15,13,75.2,18.9,60.0
9/9/2023,Rosario,12,9,0.0,22.5,33.0
9/9/2023,Mendoza,14,11,0.0,23.4,76.5
9/9/2023,Tucuman,22,15,0.0,39.4,74.3
10/9/2023,Buenos Aires,21,15,0.0,34.7,34.0
10/9/2023,Cordoba,18,10,74.9,34.7,42.1
10/9/2023,Rosario,13,10,59.0,27.6,38.2
10/9/2023,Mendoza,17,5,0.0,29.6,43.5
10/9/2023,Tucuman,17,14,0.0,10.8,75.6
11/9/2023,Buenos Aires,19,5,0.0,19.0,75.4
11/9/2023,Cordoba,21,12,0.0,28.2,43.2
11/9/2023,Rosario,18,7,0.0,34.6,37.1
11/9/2023,Mendoza,24,17,0.0,11.0,59.4
11/9/2023,Tucuman,19,14,0.0,12.0,70.6
12/9/2023,Buenos Aires,22,15,0.0,38.1,88.9
12/9/2023,Cordoba,9,6,0.0,38.1,31.0
12/9/2023,Rosario,14,5,0.0,13.7,74.8
12/9/2023,Mendoza,24,9,0.0,35.3,35.6
12/9/2023,Tucuman,14,11,53.0,10.0,36.9
13/9/2023,Buenos Aires,15,8,0.0,37.5,55.5
13/9/2023,Cordoba,19,9,0.0,29.2,33.5
13/9/2023,Rosario,12,7,51.8,14.0,42.5
13/9/2023,Mendoza,10,7,0.0,24.3,64.4
13/9/2023,Tucuman,22,15,0.0,11.8,58.5
14/9/2023,Buenos Aires,15,12,0.0,25.0,85.1
14/9/2023,Cordoba,11,6,0.0,14.5,40.3
14/9/2023,Rosario,23,7,0.0,35.7,89.2
14/9/2023,Mendoza,23,6,0.0,20.5,34.8
14/9/2023,Tucuman,20,13,0.0,10.9,42.0
15/9/2023,Buenos Aires,18,16,0.0,14.5,35.9
15/9/2023,Cordoba,9,6,0.0,28.6,46.9
15/9/2023,Rosario,24,14,12.9,30.4,87.2
15/9/2023,Mendoza,13,10,50.5,30.6,38.8
15/9/2023,Tucuman,11,5,0.0,24.3,63.2
16/9/2023,Buenos Aires,12,9,0.0,11.4,88.9
16/9/2023,Cordoba,22,17,0.0,33.4,53.9
16/9/2023,Rosario,12,9,0.0,32.8,44.1
16/9/2023,Mendoza,23,12,0.0,36.3,31.6
16/9/2023,Tucuman,20,13,54.6,23.5,37.6
17/9/2023,Buenos Aires,17,11,0.0,23.9,42.3
17/9/2023,Cordoba,19,15,0.0,19.5,68.4
17/9/2023,Rosario,12,9,0.0,23.9,32.4
17/9/2023,Mendoza,11,8,0.0,29.1,54.1
17/9/2023,Tucuman,17,15,0.0,18.9,67.5
18/9/2023,Buenos Aires,24,11,0.0,19.6,53.3
18/9/2023,Cordoba,18,6,0.0,12.6,68.7
18/9/2023,Rosario,17,10,93.6,19.0,40.5
18/9/2023,Mendoza,22,10,40.1,12.4,75.9
18/9/2023,Tucuman,12,5,0.0,31.0,62.7
19/9/2023,Buenos Aires,11,8,110.4,35.4,83.8
19/9/2023,Cordoba,23,13,0.0,24.7,36.3
19/9/2023,Rosario,20,14,0.0,25.2,69.6
19/9/2023,Mendoza,15,12,0.0,21.3,78.9
19/9/2023,Tucuman,15,12,74.2,36.6,61.1
20/9/2023,Buenos Aires,11,9,28.9,39.2,72.1
20/9/2023,Cordoba,11,8,0.0,21.1,49.8
20/9/2023,Rosario,13,10,0.0,11.9,51.7
20/9/2023,Mendoza,11,8,0.0,10.4,55.6
20/9/2023,Tucuman,10,6,0.0,29.2,69.0
21/9/2023,Buenos Aires,11,8,0.0,25.7,58.0
21/9/2023,Cordoba,13,10,46.7,28.7,34.3
21/9/2023,Rosario,24,9,0.0,28.8,30.0
21/9/2023,Mendoza,23,14,0.0,38.2,88.0
21/9/2023,Tucuman,19,5,0.0,35.7,54.9
22/9/2023,Buenos Aires,9,6,0.0,24.0,48.9
22/9/2023,Cordoba,13,10,0.0,38.5,33.3
22/9/2023,Rosario,10,7,0.0,20.5,69.8
22/9/2023,Mendoza,24,17,0.0,21.3,79.2
22/9/2023,Tucuman,24,9,11.3,25.6,45.6
23/9/2023,Buenos Aires,14,7,0.0,13.2,82.4
23/9/2023,Cordoba,13,10,0.0,30.8,61.3
23/9/2023,Rosario,18,13,0.0,39.9,64.1
23/9/2023,Mendoza,12,8,0.0,35.2,53.4
23/9/2023,Tucuman,10,7,0.0,15.9,78.6
24/9/2023,Buenos Aires,24,8,0.0,21.3,75.7
24/9/2023,Cordoba,20,14,0.0,26.5,41.3
24/9/2023,Rosario,23,9,82.8,38.2,78.1
24/9/2023,Mendoza,24,13,0.0,31.1,42.4
24/9/2023,Tucuman,17,9,0.0,35.6,70.1
25/9/2023,Buenos Aires,17,12,0.0,33.1,54.8
25/9/2023,Cordoba,20,7,0.0,15.0,44.5
25/9/2023,Rosario,24,13,0.0,19.5,87.6
25/9/2023,Mendoza,22,11,0.0,31.9,33.5
25/9/2023,Tucuman,21,8,0.0,36.9,88.7
26/9/2023,Buenos Aires,15,12,0.0,18.2,62.0
26/9/2023,Cordoba,17,8,0.0,23.3,60.3
26/9/2023,Rosario,13,6,0.0,19.9,34.2
26/9/2023,Mendoza,11,8,0.0,22.9,52.8
26/9/2023,Tucuman,15,8,0.0,12.3,85.5
27/9/2023,Buenos Aires,15,5,0.0,29.3,80.4
27/9/2023,Cordoba,16,5,0.0,14.0,81.3
27/9/2023,Rosario,20,12,0.0,31.9,77.1
27/9/2023,Mendoza,15,5,0.0,17.8,53.4
27/9/2023,Tucuman,18,9,0.0,29.1,85.6
28/9/2023,Buenos Aires,18,12,0.0,22.1,62.4
28/9/2023,Cordoba,12,9,0.0,29.4,57.3
28/9/2023,Rosario,23,8,31.9,35.8,30.9
28/9/2023,Mendoza,19,14,0.0,20.1,74.8
28/9/2023,Tucuman,11,9,0.0,31.4,84.2
29/9/2023,Buenos Aires,10,7,15.9,24.7,54.5
29/9/2023,Cordoba,18,14,0.0,26.9,75.7
29/9/2023,Rosario,22,6,0.0,24.4,33.7
29/9/2023,Mendoza,18,9,0.0,15.2,33.7
29/9/2023,Tucuman,11,8,0.0,11.3,48.9
30/9/2023,Buenos Aires,22,12,84.8,25.6,86.6
30/9/2023,Cordoba,19,12,0.0,17.8,46.4
30/9/2023,Rosario,21,7,0.0,10.9,44.6
30/9/2023,Mendoza,22,17,73.2,27.8,56.6
30/9/2023,Tucuman,19,16,0.0,37.2,78.7
1/10/2023,Buenos Aires,21,5,0.0,30.6,52.5
1/10/2023,Cordoba,17,10,0.0,17.8,65.2
1/10/2023,Rosario,20,7,52.7,39.2,31.1
1/10/2023,Mendoza,9,6,0.0,27.5,70.4
1/10/2023,Tucuman,24,14,0.0,23.9,50.1
2/10/2023,Buenos Aires,12,9,37.4,29.3,80.8
2/10/2023,Cordoba,21,9,0.0,14.4,65.2
2/10/2023,Rosario,16,15,0.0,22.4,86.3
2/10/2023,Mendoza,21,17,0.0,22.9,58.2
2/10/2023,Tucuman,22,16,0.0,17.6,83.8
3/10/2023,Buenos Aires,14,11,0.0,20.8,42.3
3/10/2023,Cordoba,10,7,0.0,13.8,52.3
3/10/2023,Rosario,13,5,0.0,23.1,72.1
3/10/2023,Mendoza,20,16,0.0,24.3,51.6
3/10/2023,Tucuman,20,6,0.0,31.7,39.2
4/10/2023,Buenos Aires,10,6,0.0,39.1,46.9
4/10/2023,Cordoba,16,13,0.0,35.4,34.9
4/10/2023,Rosario,14,11,0.0,32.3,63.4
4/10/2023,Mendoza,17,12,75.4,22.6,53.3
4/10/2023,Tucuman,16,6,0.0,26.6,76.9
5/10/2023,Buenos Aires,20,12,0.0,34.6,54.2
5/10/2023,Cordoba,17,10,0.0,26.9,51.7
5/10/2023,Rosario,19,9,0.0,26.3,79.2
5/10/2023,Mendoza,11,8,0.0,15.0,32.1
5/10/2023,Tucuman,17,16,0.0,22.5,66.5
6/10/2023,Buenos Aires,16,13,0.0,35.7,72.6
6/10/2023,Cordoba,23,15,0.0,23.5,52.2
6/10/2023,Rosario,13,11,16.0,24.3,41.0
6/10/2023,Mendoza,9,6,0.0,23.4,74.7
6/10/2023,Tucuman,15,5,0.0,39.2,34.9
7/10/2023,Buenos Aires,22,11,0.0,28.6,30.8
7/10/2023,Cordoba,13,10,0.0,28.3,86.5
7/10/2023,Rosario,24,13,0.0,18.1,71.7
7/10/2023,Mendoza,15,12,0.0,24.8,80.5
7/10/2023,Tucuman,10,5,96.3,11.4,76.2
8/10/2023,Buenos Aires,14,9,0.0,18.8,69.5
8/10/2023,Cordoba,14,10,0.0,22.6,58.6
8/10/2023,Rosario,12,9,0.0,32.9,73.3
8/10/2023,Mendoza,19,16,10.6,20.2,31.2
8/10/2023,Tucuman,15,8,0.0,35.8,83.3
9/10/2023,Buenos Aires,11,8,0.0,22.1,85.5
9/10/2023,Cordoba,13,6,0.0,23.1,81.8
9/10/2023,Rosario,9,6,31.4,13.5,78.1
9/10/2023,Mendoza,17,6,84.0,15.5,67.1
9/10/2023,Tucuman,23,14,0.0,28.1,89.4
10/10/2023,Buenos Aires,18,16,68.1,20.6,42.1
10/10/2023,Cordoba,17,10,0.0,35.7,66.5
10/10/2023,Rosario,9,6,0.0,21.1,85.3
10/10/2023,Mendoza,15,8,0.0,22.8,47.8
10/10/2023,Tucuman,21,10,0.0,15.7,47.6
11/10/2023,Buenos Aires,23,5,0.0,15.2,74.6
11/10/2023,Cordoba,14,11,0.0,35.1,70.7
11/10/2023,Rosario,23,16,0.0,27.0,77.4
11/10/2023,Mendoza,12,8,0.0,29.0,61.5
11/10/2023,Tucuman,20,6,0.0,13.5,60.6
12/10/2023,Buenos Aires,12,9,0.0,10.4,58.7
12/10/2023,Cordoba,11,8,0.0,11.4,38.9
12/10/2023,Rosario,18,14,0.0,35.2,40.5
12/10/2023,Mendoza,22,15,0.0,32.3,61.3
12/10/2023,Tucuman,21,7,0.0,32.5,46.2
13/10/2023,Buenos Aires,14,11,12.4,31.0,53.0
13/10/2023,Cordoba,17,14,0.0,25.9,46.0
13/10/2023,Rosario,15,13,0.0,27.5,76.2
13/10/2023,Mendoza,21,8,0.0,21.8,57.7
13/10/2023,Tucuman,17,13,0.0,37.9,59.1
14/10/2023,Buenos Aires,12,9,0.0,19.1,89.0
14/10/2023,Cordoba,14,11,0.0,30.5,38.8
14/10/2023,Rosario,12,11,0.0,34.1,73.1
14/10/2023,Mendoza,20,12,0.0,29.6,52.3
14/10/2023,Tucuman,11,8,0.0,37.2,59.0
15/10/2023,Buenos Aires,15,7,0.0,26.8,71.4
15/10/2023,Cordoba,21,6,17.3,31.8,57.3
15/10/2023,Rosario,24,15,3.6,11.4,76.3
15/10/2023,Mendoza,20,6,0.0,39.2,84.6
15/10/2023,Tucuman,19,14,0.0,36.2,51.8
16/10/2023,Buenos Aires,19,17,0.0,12.1,52.6
16/10/2023,Cordoba,14,6,0.0,28.0,31.8
16/10/2023,Rosario,20,5,0.0,36.0,48.0
16/10/2023,Mendoza,11,8,0.0,25.5,80.0
16/10/2023,Tucuman,18,17,0.0,28.3,83.8
17/10/2023,Buenos Aires,12,6,0.0,38.9,59.0
17/10/2023,Cordoba,12,9,0.0,22.4,35.6
17/10/2023,Rosario,15,12,0.0,10.4,30.6
17/10/2023,Mendoza,13,10,0.0,24.6,61.1
17/10/2023,Tucuman,22,13,0.0,15.6,87.3
18/10/2023,Buenos Aires,14,7,0.0,33.3,67.2
18/10/2023,Cordoba,16,5,0.0,30.9,86.4
18/10/2023,Rosario,22,5,0.0,33.1,46.0
18/10/2023,Mendoza,23,8,0.0,24.8,38.9
18/10/2023,Tucuman,20,9,0.0,35.7,74.1
19/10/2023,Buenos Aires,12,9,0.0,34.3,77.9
19/10/2023,Cordoba,19,6,0.0,32.0,58.1
19/10/2023,Rosario,13,10,49.9,11.9,39.6
19/10/2023,Mendoza,21,5,0.0,12.3,68.0
19/10/2023,Tucuman,22,10,0.0,31.3,84.9
20/10/2023,Buenos Aires,23,5,112.4,12.1,44.0
20/10/2023,Cordoba,12,9,0.0,18.5,39.2
20/10/2023,Rosario,10,6,26.6,32.8,53.2
20/10/2023,Mendoza,21,14,0.0,22.2,34.3
20/10/2023,Tucuman,24,15,0.0,28.5,40.9
21/10/2023,Buenos Aires,24,11,0.0,33.7,40.1
