Fecha,Ciudad,Temperatura Maxima,Temperatura Minima,Precipitacion,Velocidad del Viento,Humedad Relativa
21/10/2023,Cordoba,13,10,0.0,29.2,39.4
21/10/2023,Rosario,18,11,6.3,26.5,31.9
21/10/2023,Mendoza,16,6,0.0,37.3,64.1
21/10/2023,Tucuman,10,7,0.0,31.6,54.7
22/10/2023,Buenos Aires,21,5,0.0,19.8,73.5
22/10/2023,Cordoba,15,6,0.0,21.0,68.7
22/10/2023,Rosario,14,13,0.0,17.5,39.0
22/10/2023,Mendoza,21,14,0.0,11.9,79.6
22/10/2023,Tucuman,24,12,0.0,36.8,77.5
23/10/2023,Buenos Aires,16,13,0.0,31.3,70.9
23/10/2023,Cordoba,20,15,0.0,30.6,53.1
23/10/2023,Rosario,18,15,0.0,11.7,51.8
23/10/2023,Mendoza,23,14,27.5,17.0,71.1
23/10/2023,Tucuman,24,10,0.0,23.1,75.9
24/10/2023,Buenos Aires,16,6,0.0,10.6,33.9
24/10/2023,Cordoba,20,13,0.0,29.5,82.3
24/10/2023,Rosario,12,9,0.0,30.6,48.1
24/10/2023,Mendoza,9,6,0.0,36.5,40.6
24/10/2023,Tucuman,14,12,0.0,23.2,52.6
25/10/2023,Buenos Aires,23,12,0.0,24.6,44.9
25/10/2023,Cordoba,15,12,0.0,37.0,84.3
25/10/2023,Rosario,22,12,0.0,20.8,37.2
25/10/2023,Mendoza,12,6,0.0,38.5,62.9
25/10/2023,Tucuman,12,8,0.0,39.9,76.7
26/10/2023,Buenos Aires,9,6,0.0,11.6,32.8
26/10/2023,Cordoba,13,10,0.0,37.3,88.1
26/10/2023,Rosario,22,8,0.0,36.3,83.3
26/10/2023,Mendoza,16,8,0.0,20.3,53.9
26/10/2023,Tucuman,14,11,0.0,24.4,75.9
27/10/2023,Buenos Aires,15,14,0.0,14.7,85.3
27/10/2023,Cordoba,18,14,0.0,20.9,71.8
27/10/2023,Rosario,18,12,0.0,13.4,58.3
27/10/2023,Mendoza,20,14,0.0,18.0,85.9
27/10/2023,Tucuman,14,8,0.0,32.7,85.9
28/10/2023,Buenos Aires,20,8,0.0,12.0,86.5
28/10/2023,Cordoba,24,15,0.0,24.6,73.1
28/10/2023,Rosario,12,11,0.0,21.3,32.0
28/10/2023,Mendoza,20,6,0.0,31.0,86.4
28/10/2023,Tucuman,14,9,0.0,18.4,82.2
29/10/2023,Buenos Aires,9,6,0.0,13.2,60.1
29/10/2023,Cordoba,12,6,0.0,16.8,84.5
29/10/2023,Rosario,18,6,0.0,38.3,46.4
29/10/2023,Mendoza,24,12,93.6,28.6,78.7
29/10/2023,Tucuman,13,6,16.9,14.6,60.3
30/10/2023,Buenos Aires,20,15,0.0,35.3,59.8
30/10/2023,Cordoba,20,7,0.0,32.8,83.9
30/10/2023,Rosario,13,9,0.0,15.3,81.9
30/10/2023,Mendoza,18,17,0.0,29.5,67.5
30/10/2023,Tucuman,11,8,0.0,13.5,87.7
31/10/2023,Buenos Aires,9,6,0.0,18.2,61.0
31/10/2023,Cordoba,22,16,0.0,10.1,31.5
31/10/2023,Rosario,17,14,106.7,10.2,69.3
31/10/2023,Mendoza,24,12,0.0,26.5,48.4
31/10/2023,Tucuman,19,17,0.0,24.9,34.4
1/11/2023,Buenos Aires,12,9,0.0,21.4,77.1
1/11/2023,Cordoba,12,7,0.0,30.0,55.3
1/11/2023,Rosario,22,11,33.1,27.7,30.3
1/11/2023,Mendoza,17,7,0.0,37.2,83.2
1/11/2023,Tucuman,20,16,0.0,14.0,80.1
2/11/2023,Buenos Aires,22,15,0.0,10.3,39.2
2/11/2023,Cordoba,16,13,0.0,27.8,30.6
2/11/2023,Rosario,22,6,10.5,17.0,83.9
2/11/2023,Mendoza,9,6,109.3,27.3,87.9
2/11/2023,Tucuman,19,8,0.0,39.8,74.0
3/11/2023,Buenos Aires,24,13,0.0,39.7,62.2
3/11/2023,Cordoba,23,8,0.0,15.8,47.0
3/11/2023,Rosario,17,13,0.0,23.3,57.0
3/11/2023,Mendoza,22,13,0.0,24.3,64.2
3/11/2023,Tucuman,11,8,0.0,10.0,53.9
4/11/2023,Buenos Aires,11,6,0.0,27.8,62.8
4/11/2023,Cordoba,15,9,0.0,14.0,76.1
4/11/2023,Rosario,12,10,0.0,26.1,77.3
4/11/2023,Mendoza,19,12,0.0,37.1,42.6
4/11/2023,Tucuman,18,6,0.0,39.9,53.5
5/11/2023,Buenos Aires,11,9,0.0,14.4,73.7
5/11/2023,Cordoba,9,5,0.0,13.7,89.1
5/11/2023,Rosario,14,13,0.0,37.7,59.0
5/11/2023,Mendoza,11,8,0.0,39.1,52.7
5/11/2023,Tucuman,20,6,0.0,19.8,58.4
6/11/2023,Buenos Aires,13,10,0.0,32.0,87.6
6/11/2023,Cordoba,14,11,0.0,31.1,44.7
6/11/2023,Rosario,19,17,0.0,35.9,88.1
6/11/2023,Mendoza,13,12,0.0,17.6,52.6
6/11/2023,Tucuman,11,8,0.0,11.3,53.6
7/11/2023,Buenos Aires,21,11,0.0,27.4,36.7
7/11/2023,Cordoba,13,6,0.0,28.3,41.9
7/11/2023,Rosario,12,11,95.9,36.7,83.7
7/11/2023,Mendoza,10,7,0.0,33.0,44.6
7/11/2023,Tucuman,24,6,0.0,13.1,80.5
8/11/2023,Buenos Aires,11,8,0.0,20.5,81.0
8/11/2023,Cordoba,15,5,0.0,14.9,83.2
8/11/2023,Rosario,10,7,81.4,32.3,56.5
8/11/2023,Mendoza,16,7,7.0,13.0,46.2
8/11/2023,Tucuman,18,5,0.0,11.4,39.0
9/11/2023,Buenos Aires,14,5,0.0,16.2,55.0
9/11/2023,Cordoba,23,16,0.0,22.5,69.1
9/11/2023,Rosario,21,16,0.0,23.8,73.0
9/11/2023,Mendoza,10,7,0.0,32.4,40.3
9/11/2023,Tucuman,13,10,0.0,35.7,50.5
10/11/2023,Buenos Aires,15,12,0.0,14.0,59.9
10/11/2023,Cordoba,18,14,0.0,19.0,74.8
10/11/2023,Rosario,14,11,0.0,36.1,75.8
10/11/2023,Mendoza,23,15,0.0,26.5,60.5
10/11/2023,Tucuman,23,14,0.0,17.4,72.4
11/11/2023,Buenos Aires,23,11,16.7,36.3,78.9
11/11/2023,Cordoba,23,12,115.1,10.5,37.3
11/11/2023,Rosario,12,9,0.0,22.6,42.3
11/11/2023,Mendoza,23,11,0.0,25.4,64.0
11/11/2023,Tucuman,19,11,0.0,21.2,40.2
12/11/2023,Buenos Aires,18,9,0.0,24.7,38.5
12/11/2023,Cordoba,22,14,0.0,30.4,86.5
12/11/2023,Rosario,18,10,0.0,25.1,57.5
12/11/2023,Mendoza,12,9,8.4,17.7,52.4
12/11/2023,Tucuman,20,7,0.0,37.5,44.8
13/11/2023,Buenos Aires,13,7,0.0,17.2,80.6
13/11/2023,Cordoba,9,6,34.3,22.6,57.9
13/11/2023,Rosario,21,14,0.0,22.6,31.2
13/11/2023,Mendoza,9,6,3.6,12.8,57.1
13/11/2023,Tucuman,10,5,0.0,34.7,32.7
14/11/2023,Buenos Aires,17,11,0.0,10.4,54.9
14/11/2023,Cordoba,15,10,0.0,15.5,66.7
14/11/2023,Rosario,14,7,0.0,17.1,39.0
14/11/2023,Mendoza,18,11,0.0,24.1,66.7
14/11/2023,Tucuman,23,16,67.9,37.0,75.5
15/11/2023,Buenos Aires,24,5,26.7,35.8,77.2
15/11/2023,Cordoba,21,11,110.0,35.4,54.3
15/11/2023,Rosario,22,5,0.0,19.0,82.9
15/11/2023,Mendoza,20,7,0.0,27.5,46.7
15/11/2023,Tucuman,19,7,70.0,28.6,43.2
16/11/2023,Buenos Aires,9,6,92.3,10.7,89.6
16/11/2023,Cordoba,13,9,0.0,11.5,64.7
16/11/2023,Rosario,14,11,0.0,18.0,84.9
16/11/2023,Mendoza,24,10,0.0,14.4,43.1
16/11/2023,Tucuman,18,17,0.0,37.3,38.6
17/11/2023,Buenos Aires,19,15,0.0,26.4,40.5
17/11/2023,Cordoba,15,13,0.0,20.0,35.9
17/11/2023,Rosario,19,8,39.8,15.6,61.4
17/11/2023,Mendoza,20,9,0.0,32.6,64.0
17/11/2023,Tucuman,16,7,0.0,38.6,76.6
18/11/2023,Buenos Aires,19,14,0.0,38.3,38.5
18/11/2023,Cordoba,19,9,0.0,35.2,64.2
18/11/2023,Rosario,15,12,0.0,22.3,63.6
18/11/2023,Mendoza,16,13,0.0,18.1,63.4
18/11/2023,Tucuman,12,10,0.0,15.1,59.8
19/11/2023,Buenos Aires,11,9,0.0,39.0,35.9
19/11/2023,Cordoba,20,14,0.0,12.7,50.2
19/11/2023,Rosario,20,16,0.0,26.6,85.9
19/11/2023,Mendoza,18,6,0.0,26.1,69.0
19/11/2023,Tucuman,19,13,110.5,32.7,61.5
20/11/2023,Buenos Aires,23,7,0.0,11.1,58.7
20/11/2023,Cordoba,10,7,17.2,36.7,46.1
20/11/2023,Rosario,12,9,0.0,36.9,33.4
20/11/2023,Mendoza,17,8,0.0,15.1,60.8
20/11/2023,Tucuman,22,17,0.0,17.7,71.0
21/11/2023,Buenos Aires,21,7,0.0,21.7,77.1
21/11/2023,Cordoba,16,10,0.0,24.6,39.4
21/11/2023,Rosario,24,10,0.0,35.8,79.9
21/11/2023,Mendoza,15,8,106.4,27.2,38.9
21/11/2023,Tucuman,17,9,0.0,10.7,57.6
22/11/2023,Buenos Aires,12,9,0.0,36.5,78.7
22/11/2023,Cordoba,9,6,15.7,21.1,66.2
22/11/2023,Rosario,13,8,109.9,37.9,63.8
22/11/2023,Mendoza,14,10,0.0,23.2,50.7
22/11/2023,Tucuman,21,11,0.0,14.7,62.4
23/11/2023,Buenos Aires,10,7,75.0,37.6,52.0
23/11/2023,Cordoba,22,15,63.3,19.0,35.3
23/11/2023,Rosario,23,11,52.9,22.3,64.4
23/11/2023,Mendoza,21,6,0.0,34.2,42.0
23/11/2023,Tucuman,18,16,46.2,22.0,75.5
24/11/2023,Buenos Aires,14,13,114.5,27.4,30.9
24/11/2023,Cordoba,13,10,0.0,31.6,35.8
24/11/2023,Rosario,11,8,0.0,26.8,63.1
24/11/2023,Mendoza,9,6,113.6,15.9,82.1
24/11/2023,Tucuman,17,5,0.0,25.0,74.4
25/11/2023,Buenos Aires,16,13,0.0,28.5,51.0
25/11/2023,Cordoba,21,9,27.7,33.9,81.3
25/11/2023,Rosario,15,10,0.0,10.2,85.2
25/11/2023,Mendoza,9,6,8.9,14.4,80.6
25/11/2023,Tucuman,14,12,0.0,29.7,36.5
26/11/2023,Buenos Aires,9,6,52.8,33.9,32.3
26/11/2023,Cordoba,23,8,0.0,12.0,55.2
26/11/2023,Rosario,19,16,46.1,26.5,57.8
26/11/2023,Mendoza,16,15,0.0,39.3,59.7
26/11/2023,Tucuman,18,13,27.8,36.4,38.5
27/11/2023,Buenos Aires,21,6,68.2,26.9,42.7
27/11/2023,Cordoba,22,13,0.0,18.4,41.2
27/11/2023,Rosario,22,15,0.0,32.2,72.7
27/11/2023,Mendoza,19,17,70.7,16.7,57.2
27/11/2023,Tucuman,21,16,0.0,38.3,66.0
28/11/2023,Buenos Aires,14,10,0.0,22.2,38.8
28/11/2023,Cordoba,21,13,0.0,11.2,81.5
28/11/2023,Rosario,17,5,0.0,13.8,81.9
28/11/2023,Mendoza,17,6,0.0,15.8,79.9
28/11/2023,Tucuman,15,12,0.0,39.2,31.9
29/11/2023,Buenos Aires,13,8,0.0,23.7,43.3
29/11/2023,Cordoba,17,14,85.1,22.3,79.0
29/11/2023,Rosario,23,7,63.1,16.7,52.6
29/11/2023,Mendoza,24,11,57.4,26.4,89.5
29/11/2023,Tucuman,21,8,0.0,25.8,89.5
30/11/2023,Buenos Aires,23,17,0.0,32.1,63.0
30/11/2023,Cordoba,10,7,2.9,32.4,40.8
30/11/2023,Rosario,24,5,1.4,24.6,52.3
30/11/2023,Mendoza,20,7,0.0,33.1,36.7
30/11/2023,Tucuman,21,14,0.0,34.7,48.5
1/12/2023,Buenos Aires,14,11,18.7,25.0,85.5
1/12/2023,Cordoba,16,9,0.0,36.2,58.5
1/12/2023,Rosario,19,9,36.6,10.8,46.8
1/12/2023,Mendoza,13,5,0.0,33.4,89.1
1/12/2023,Tucuman,21,8,0.0,14.2,53.2
2/12/2023,Buenos Aires,14,12,0.0,37.4,78.3
2/12/2023,Cordoba,22,7,0.0,30.2,88.3
2/12/2023,Rosario,21,13,0.0,22.1,62.7
2/12/2023,Mendoza,20,12,0.0,12.2,62.9
2/12/2023,Tucuman,10,7,94.7,15.0,46.7
3/12/2023,Buenos Aires,18,10,0.0,37.7,41.9
3/12/2023,Cordoba,16,12,0.0,23.8,79.0
3/12/2023,Rosario,17,13,0.0,26.4,47.6
3/12/2023,Mendoza,16,13,0.0,26.4,41.1
3/12/2023,Tucuman,20,9,0.0,15.7,47.7
4/12/2023,Buenos Aires,23,9,0.0,12.0,39.0
4/12/2023,Cordoba,15,10,0.0,19.0,60.3
4/12/2023,Rosario,12,9,20.7,31.3,84.3
4/12/2023,Mendoza,19,9,0.0,21.7,80.3
4/12/2023,Tucuman,18,12,100.4,36.3,52.9
5/12/2023,Buenos Aires,12,9,0.0,18.6,66.6
5/12/2023,Cordoba,12,9,0.0,32.1,45.6
5/12/2023,Rosario,22,16,0.0,17.3,45.1
5/12/2023,Mendoza,16,8,0.0,39.3,34.7
5/12/2023,Tucuman,18,9,0.0,15.1,54.9
6/12/2023,Buenos Aires,14,11,59.7,10.9,58.0
6/12/2023,Cordoba,16,14,0.0,22.0,35.7
6/12/2023,Rosario,10,5,0.0,27.9,82.3
6/12/2023,Mendoza,18,10,0.0,21.1,52.5
6/12/2023,Tucuman,20,7,0.0,21.2,88.9
7/12/2023,Buenos Aires,12,9,0.0,12.0,50.6
7/12/2023,Cordoba,10,7,0.0,26.4,77.2
7/12/2023,Rosario,15,11,0.0,18.2,43.8
7/12/2023,Mendoza,20,16,0.0,20.5,83.8
7/12/2023,Tucuman,23,15,0.0,25.9,58.5
8/12/2023,Buenos Aires,21,17,101.3,36.3,76.6
8/12/2023,Cordoba,11,7,0.0,18.8,30.1
8/12/2023,Rosario,13,8,0.0,12.7,55.6
8/12/2023,Mendoza,11,8,79.5,33.8,36.1
8/12/2023,Tucuman,18,14,0.0,15.2,63.5
9/12/2023,Buenos Aires,18,11,0.0,37.6,36.8
9/12/2023,Cordoba,9,7,0.0,32.0,81.1
9/12/2023,Rosario,11,8,0.0,10.4,74.6
9/12/2023,Mendoza,16,12,0.0,24.2,51.4
9/12/2023,Tucuman,24,6,0.0,10.6,38.7
10/12/2023,Buenos Aires,15,10,98.8,20.0,59.1
10/12/2023,Cordoba,15,12,0.0,34.8,54.0
10/12/2023,Rosario,15,9,0.0,11.2,44.8
10/12/2023,Mendoza,19,6,0.0,22.1,45.6
10/12/2023,Tucuman,15,12,56.7,20.4,54.5
11/12/2023,Buenos Aires,13,5,68.5,29.5,69.8
11/12/2023,Cordoba,13,9,45.1,13.7,82.3
11/12/2023,Rosario,24,14,0.0,12.3,45.2
11/12/2023,Mendoza,15,5,0.0,31.2,33.1
11/12/2023,Tucuman,14,9,0.0,25.9,88.2
12/12/2023,Buenos Aires,18,11,0.0,29.2,42.1
12/12/2023,Cordoba,21,15,0.0,29.1,35.6
12/12/2023,Rosario,20,5,0.0,17.0,83.8
12/12/2023,Mendoza,16,13,0.0,22.3,44.4
12/12/2023,Tucuman,20,5,85.5,31.1,55.3
13/12/2023,Buenos Aires,10,9,0.0,11.8,43.4
13/12/2023,Cordoba,18,8,0.0,18.7,50.1
13/12/2023,Rosario,21,14,0.0,14.8,59.6
13/12/2023,Mendoza,23,8,0.0,26.4,33.0
13/12/2023,Tucuman,13,10,0.0,33.5,43.0
14/12/2023,Buenos Aires,19,11,0.0,11.3,55.4
14/12/2023,Cordoba,12,8,0.0,27.6,88.3
14/12/2023,Rosario,10,7,0.0,15.4,50.5
14/12/2023,Mendoza,23,16,0.0,21.5,70.2
14/12/2023,Tucuman,16,11,0.0,12.5,37.4
15/12/2023,Buenos Aires,10,7,54.4,27.5,88.6
15/12/2023,Cordoba,14,12,0.0,26.0,80.8
15/12/2023,Rosario,15,8,0.0,13.3,74.2
15/12/2023,Mendoza,17,14,0.0,39.8,53.5
15/12/2023,Tucuman,14,11,0.0,22.3,31.8
16/12/2023,Buenos Aires,10,7,69.5,27.3,40.3
16/12/2023,Cordoba,24,10,0.0,23.0,88.6
16/12/2023,Rosario,11,8,0.0,12.2,37.2
16/12/2023,Mendoza,19,9,41.5,37.0,85.4
16/12/2023,Tucuman,24,16,0.0,34.2,64.6
17/12/2023,Buenos Aires,13,8,0.0,10.9,78.7
17/12/2023,Cordoba,12,5,0.0,13.1,34.0
17/12/2023,Rosario,19,14,0.0,29.3,59.8
17/12/2023,Mendoza,11,5,0.0,27.4,80.1
17/12/2023,Tucuman,15,10,50.7,32.0,80.7
18/12/2023,Buenos Aires,12,7,0.0,12.2,72.7
18/12/2023,Cordoba,13,6,0.0,21.8,48.4
18/12/2023,Rosario,17,6,0.0,33.8,44.9
18/12/2023,Mendoza,12,11,0.0,29.4,61.0
18/12/2023,Tucuman,21,12,0.0,13.0,56.9
19/12/2023,Buenos Aires,22,6,0.0,20.7,34.8
19/12/2023,Cordoba,23,11,0.0,30.3,37.1
19/12/2023,Rosario,11,8,0.0,32.2,44.2
19/12/2023,Mendoza,9,6,0.0,20.9,60.6
19/12/2023,Tucuman,10,7,0.0,13.9,33.6
20/12/2023,Buenos Aires,16,13,0.0,13.5,63.3
20/12/2023,Cordoba,18,16,0.0,31.8,50.4
20/12/2023,Rosario,21,17,0.0,17.8,67.9
20/12/2023,Mendoza,21,5,0.0,20.5,48.7
20/12/2023,Tucuman,9,7,0.0,38.3,52.5
21/12/2023,Buenos Aires,20,17,0.0,18.1,72.2
21/12/2023,Cordoba,24,12,0.0,16.6,86.9
21/12/2023,Rosario,22,8,0.0,23.7,30.0
21/12/2023,Mendoza,22,8,105.8,38.1,48.8
21/12/2023,Tucuman,13,11,0.0,15.0,43.8
22/12/2023,Buenos Aires,16,9,0.0,29.5,68.5
22/12/2023,Cordoba,20,14,0.0,33.7,43.7
22/12/2023,Rosario,12,5,0.0,11.9,74.8
22/12/2023,Mendoza,14,11,0.0,37.2,71.1
22/12/2023,Tucuman,16,8,0.0,16.7,59.0
23/12/2023,Buenos Aires,15,11,0.0,12.9,73.7
23/12/2023,Cordoba,23,15,0.0,12.0,47.0
23/12/2023,Rosario,12,9,21.7,22.6,53.2
23/12/2023,Mendoza,15,14,0.0,19.0,35.9
23/12/2023,Tucuman,11,10,0.0,17.1,43.4
24/12/2023,Buenos Aires,19,14,0.0,31.9,46.1
24/12/2023,Cordoba,17,10,0.0,19.0,58.0
24/12/2023,Rosario,14,11,0.0,37.2,48.8
24/12/2023,Mendoza,23,6,0.0,12.8,44.0
24/12/2023,Tucuman,17,13,0.0,18.2,86.6
25/12/2023,Buenos Aires,14,7,0.0,21.2,57.6
25/12/2023,Cordoba,11,10,22.2,30.7,38.0
25/12/2023,Rosario,23,17,0.0,23.2,51.7
25/12/2023,Mendoza,9,6,0.0,17.5,47.6
25/12/2023,Tucuman,14,11,0.0,19.8,68.7
26/12/2023,Buenos Aires,24,14,26.5,33.9,49.7
26/12/2023,Cordoba,18,12,0.0,29.8,70.3
26/12/2023,Rosario,21,10,0.0,34.4,66.1
26/12/2023,Mendoza,23,12,0.0,25.5,70.3
26/12/2023,Tucuman,14,12,0.0,35.3,72.2
27/12/2023,Buenos Aires,19,6,0.0,32.5,39.7
27/12/2023,Cordoba,18,7,0.0,23.0,58.2
27/12/2023,Rosario,24,17,0.0,26.1,46.1
27/12/2023,Mendoza,13,10,0.0,27.4,32.5
27/12/2023,Tucuman,21,17,0.0,38.3,78.2
28/12/2023,Buenos Aires,10,6,0.0,37.3,61.5
28/12/2023,Cordoba,22,8,0.0,38.8,72.5
28/12/2023,Rosario,24,8,0.0,25.3,89.4
28/12/2023,Mendoza,10,7,0.0,35.1,52.9
28/12/2023,Tucuman,16,13,0.0,26.2,77.4
29/12/2023,Buenos Aires,14,11,0.0,11.0,50.7
29/12/2023,Cordoba,24,6,0.0,33.5,53.8
29/12/2023,Rosario,19,9,49.5,16.0,82.8
29/12/2023,Mendoza,22,7,0.0,21.2,40.8
29/12/2023,Tucuman,19,9,0.0,20.0,40.3
30/12/2023,Buenos Aires,14,12,67.6,13.5,40.9
30/12/2023,Cordoba,15,12,0.0,27.5,56.5
30/12/2023,Rosario,16,13,0.0,16.0,60.5
30/12/2023,Mendoza,12,10,0.0,29.0,89.6
30/12/2023,Tucuman,22,10,0.0,25.6,68.4
31/12/2023,Buenos Aires,15,12,0.0,17.9,49.2
31/12/2023,Cordoba,15,7,0.0,17.8,62.4
31/12/2023,Rosario,14,8,0.0,38.2,31.2
31/12/2023,Mendoza,13,9,84.8,27.6,35.3
31/12/2023,Tucuman,15,10,0.0,30.0,49.1
